track_id,genres_all,title,artist
371,"[89, 12, 25]",vermalderhide,Blah Blah Blah
384,[15],Baja Jones,Blanketship
385,[15],Lucky 45,Blanketship
386,[15],Clapartroach,Blanketship
387,[15],I wish I wish,Blanketship
393,[12],"Untitled Boogie (edit), Transfiguration Boogie, Boogie Hole",Boogie Witch
394,[12],Boogie Hole,Boogie Witch
395,[12],Transfiguration Boogie,Boogie Witch
396,[15],Juggernaut Soliloquy,Borful Tang
397,[15],The Tides Of Land,Borful Tang
398,[15],Borful Tang Loves Nomeansno,Borful Tang
399,[15],ELI,Borful Tang
400,[15],Electronic Interlude VI,Borful Tang
401,[15],Modesto,Borful Tang
402,[15],Oh Kap Soon,Borful Tang
403,[15],Roach,Borful Tang
404,[15],Wonder Inn,Borful Tang
405,[15],Majestic Shuffle,Borful Tang
406,[15],ELI,Borful Tang
407,[15],Soundclash At Wonder Inn (ft. Qulfus),Borful Tang
408,[15],The Tides Of Land,Borful Tang
410,[15],Lost on the Eastern Side of the Island,Borful Tang
411,[15],Orp,Borful Tang
412,[15],John And Mary - The Meeting,Borful Tang
414,[15],John And Mary - The Restaurant,Borful Tang
416,[15],Smyrna Snow Walk,Borful Tang
417,"[1, 38]",Eula,Brian Joseph Davis
418,"[1, 18, 1235, 38]",Track1,Brian Joseph Davis
419,"[1, 38]",The Franklin Mint Job,Brian Joseph Davis
420,"[1, 18, 1235, 38]",Track2,Brian Joseph Davis
421,"[1, 38]","Il bouno, il bruto, il skronko",Brian Joseph Davis
422,"[1, 18, 1235, 38]",Track3,Brian Joseph Davis
423,"[1, 18, 1235, 38]",Track4,Brian Joseph Davis
424,"[1, 38]",The Ambient Honky,Brian Joseph Davis
425,"[1, 38]",Track5,Brian Joseph Davis
426,"[1, 38]",An Audio Walk Through Greater Newcastle,Brian Joseph Davis
427,"[1, 38]",1913,Brian Joseph Davis
428,"[1, 38]",1933,Brian Joseph Davis
429,"[1, 38]",1963/2005,Brian Joseph Davis
430,"[1, 38]",1966,Brian Joseph Davis
431,"[1, 38]",1977,Brian Joseph Davis
432,"[1, 38]",1984,Brian Joseph Davis
433,"[1, 38]",1987,Brian Joseph Davis
434,"[1, 38]",1988,Brian Joseph Davis
435,"[1, 38]",1989,Brian Joseph Davis
436,"[1, 38]",voice over,Brian Joseph Davis
437,"[1, 38]",Yesterduh (Joe Meek),Brian Joseph Davis
438,"[1, 38]",Minima Medley,Brian Joseph Davis
439,"[1, 38]",All you get from love is 22 Love Songs,Brian Joseph Davis
440,"[4, 38, 15]",The Beats,Bronhard/Going/Public
441,"[4, 38, 15]",Veruca Assault,Bronhard/Going/Public
442,"[4, 38, 15]",ID4 Congress,Bronhard/Going/Public
443,"[4, 38, 15]",Bastard Boise,Bronhard/Going/Public
444,"[4, 38, 15]",Jean-Michel,Bronhard/Going/Public
445,"[4, 38, 15]",Lyftoff,Bronhard/Going/Public
446,"[4, 38, 15]",Media Library,Bronhard/Going/Public
447,"[4, 38, 15]",Back/Forth,Bronhard/Going/Public
448,"[4, 38, 15]",Registered Sax Offender II,Bronhard/Going/Public
449,"[4, 38, 15]",Burlington Goat Factory,Bronhard/Going/Public
450,"[4, 38, 15]",Excuses,Bronhard/Going/Public
451,"[4, 38, 15]",Killer Murderer,Bronhard/Going/Public
452,"[4, 38, 15]",Casualist Conformativity,Bronhard/Going/Public
458,"[36, 12]",Hunt Like Devil 4,CAVE
459,"[36, 12]",Machines and Muscles,CAVE
461,"[3, 4, 37]",Bessemer,Cantonement Jazz Band
462,"[3, 4, 37]",Has Been Blues,Cantonement Jazz Band
463,"[3, 4, 37]",I'll Be Blue,Cantonement Jazz Band
464,"[3, 4, 37]",The Way I Feel Today,Cantonement Jazz Band
465,"[3, 4, 37]",Thinking Of You,Cantonement Jazz Band
466,"[27, 12]",Asterism,Celesteville
467,"[66, 27, 12]",Let's Climb a Mossy Hill,Celesteville
468,"[25, 27, 12]",Vast and Sad (KPSU),Celesteville
469,"[66, 27, 12]",Waverly,Celesteville
470,"[66, 27, 12]",Cloud Light,Celesteville
471,"[27, 12]",Ephrata Cloister,Celesteville
472,"[66, 27, 12]",Spirit Duplicator,Celesteville
473,"[66, 27, 12]",Victoria 1,Celesteville
474,"[25, 27, 12]",Your Leather Jacket (Kelly Haus),Celesteville
475,"[27, 12]",Buddy Alan In Reno,Celesteville
476,"[66, 27, 12]",Leftward Glance,Celesteville
477,"[25, 27, 12]",Let's Climb a Mossy Hill (Kelly Haus),Celesteville
478,"[66, 27, 12]",Recessional,Celesteville
479,"[66, 27, 12]",White Shoulders,Celesteville
480,"[25, 27, 12]",Appear to Be (Kelly Haus),Celesteville
481,"[66, 27, 12]",Council Bluffs,Celesteville
482,"[66, 27, 12]",Hall Blvd.,Celesteville
483,"[66, 27, 12]",Magnolias Milan,Celesteville
484,"[27, 12]",One Rose Among Many,Celesteville
485,"[25, 27, 12]",Asterism (Kelly Haus),Celesteville
486,"[66, 27, 12]",Avoid,Celesteville
487,"[27, 12]",For Christie 7/4,Celesteville
489,"[66, 27, 12]",Nevertheless,Celesteville
490,"[66, 27, 12]",Vast and Sad,Celesteville
491,"[66, 27, 12]",For To Pour,Celesteville
492,"[66, 27, 12]",I Can't Hear the Birds Sing,Celesteville
493,"[27, 12]",In the Sky,Celesteville
495,"[25, 27, 12]","Waterfall (Emerald City Coffee, Seattle)",Celesteville
496,"[66, 27, 12]",Winged Ear,Celesteville
497,"[66, 27, 12]",Appear To Be,Celesteville
498,"[66, 27, 12]",Birdlike Movements,Celesteville
500,"[66, 27, 12]","Longview, WA",Celesteville
501,"[27, 12]",Utmost House,Celesteville
502,"[25, 27, 12]","Vast and Sad (Showoff Gallery, Bellingham)",Celesteville
503,"[66, 27, 12]",Carted Off,Celesteville
504,"[66, 27, 12]",Cry,Celesteville
506,"[27, 12]",Moths!!!,Celesteville
507,"[66, 27, 12]",Toasty Birds,Celesteville
508,"[66, 27, 12]",5 In 1,Celesteville
509,"[66, 27, 12]",A Wren's Heart,Celesteville
510,"[66, 27, 12]",Sac City,Celesteville
511,"[27, 12]",Sharper &amp; Clearer,Celesteville
512,"[27, 12]","""""",Celesteville
513,"[66, 27, 12]",Victoria 2,Celesteville
514,"[66, 27, 12]",Four Doors,Celesteville
515,"[27, 12]",Let's Climb a Mossy Hill,Celesteville
516,"[66, 27, 12]",Kohoutek,Celesteville
517,"[27, 12]",Narcotic Effect On Bees,Celesteville
520,[12],Invisible Tape,Celesteville
521,[12],A River Frozen In Place,Celesteville
522,[12],End Over End,Celesteville
523,[12],Black Is the Color of My True Love's Mail,Celesteville
524,[12],I Didn't Think the Oracle Was Talking to Me,Celesteville
525,[12],I Have Not Spoken All Day,Celesteville
526,[12],Do Not Talk,Celesteville
527,[12],For Jake Erdmann Et Al.,Celesteville
528,[12],An Odd Number of Stairs,Celesteville
529,[12],For the Dishroom at Meridian Park Hospital,Celesteville
530,[12],White Satin Bed,Celesteville
531,[12],"Night Air, Portland",Celesteville
532,[15],Big League,Chandeliers
533,[15],Mango Tree,Chandeliers
534,[17],I Can See You,Charles Manson
535,[17],Angels Fear To Tread,Charles Manson
536,[17],Riding On Your Fears,Charles Manson
537,[17],I Don't Need Water Sprinklers In The Desert,Charles Manson
538,[17],Your Magic Motion,Charles Manson
539,[17],Whoever You Are,Charles Manson
540,[17],The Black Pirate,Charles Manson
541,[17],So We Go Again,Charles Manson
542,[17],Self Is Eternal (What Our World Will Be),Charles Manson
543,[17],Sometimes It Works Just Right,Charles Manson
544,[17],Sweet Words,Charles Manson
545,[17],Interpretations,Charles Manson
546,[17],If You Have No One,Charles Manson
547,[17],I Keep On Wondering (Interrupted),Charles Manson
548,[17],1967- Mac Brother,Charles Manson
549,[17],"Venice, CA",Charles Manson
550,[15],Cello Duet No. 1,Chief Boima
554,"[17, 10, 76, 103]",Disturbed,Nicky Cook
555,"[17, 10, 76, 103]",Shaking,Nicky Cook
556,"[17, 10, 76, 103]",The Applemen,Nicky Cook
557,"[17, 10, 76, 103]",Waitin',Nicky Cook
558,"[17, 10, 76, 103]",Emotion,Nicky Cook
559,"[17, 10, 76, 103]",Takeaway,Nicky Cook
560,"[17, 10, 76, 103]",Serious,Nicky Cook
561,"[17, 10, 76, 103]",Fairies,Nicky Cook
562,[12],Ex Lucky,Cinwaves
563,[12],Dumb Me Down,Cinwaves
564,[12],The Sugar Society,Cinwaves
565,[12],Sophia,Cinwaves
566,[12],Jasmine,Cinwaves
567,[12],Liberty's Bell,Cinwaves
568,[12],Disconnect,Cinwaves
569,[12],Shadow Law,Cinwaves
570,[12],Old Route 13,Cinwaves
571,[12],Medicine Chant,Cinwaves
572,[12],Awaken,Cinwaves
573,"[25, 12]",When My Ship Comes In,Clockcleaner
574,"[25, 12]",Caliente Queen,Clockcleaner
575,[12],Shining the Diamond,Clyde Rourke
576,[12],Shot At the Post Office,Clyde Rourke
577,[12],It Got in The Way,Clyde Rourke
578,[12],tan man,Clyde Rourke
579,"[25, 12]",(Tryin' To) Read My Mind,CoCoComa
580,"[25, 12]",Premonition,CoCoComa
583,[21],"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction
584,[21],Liberate The Children (Live),DJ's of Mass Destruction
585,[21],Weapons? What Weapons of Mass Destruction? (Live),DJ's of Mass Destruction
586,[21],War Is What They Got (Epilogue),DJ's of Mass Destruction
587,"[1, 38]",A+ Cannibal,Death Sentence: Panda!
588,"[1, 38]",Exit Villager,Death Sentence: Panda!
589,"[1, 38]",A Time To Bear Arms,Death Sentence: Panda!
590,"[4, 37]",Stuck,Delta Dreambox
591,"[4, 37]",Without A Sound,Delta Dreambox
592,"[4, 37]",Song X,Delta Dreambox
593,"[4, 37]",Finally Here,Delta Dreambox
601,[17],Ingrate,Dora Bleu
602,[17],Disappearing,Dora Bleu
603,[17],Lover of Nightmares,Dora Bleu
604,[17],Real Prisons,Dora Bleu
605,[12],I Was So Bored I Wanted To Hang Myself On The Dancefloor,Double Dagger
606,[12],Attack of the Clones,Double Dagger
607,[12],Clare (Undone),Double Dagger
608,[12],Punk Rock vs. Swiss Modernism,Double Dagger
609,[12],The Psychic,Double Dagger
610,[17],Aces,Dragging an Ox Through Water
611,[17],Bowl of Salt,Dragging an Ox Through Water
612,[17],Snowbank Treatment,Dragging an Ox Through Water
613,[],A Dorsal Account (the roof didn't stand a chance),Argumentix + Dragging an Ox Through Water
614,[17],Plaisir D'Amour (feat. Dana Dart Maclean),Dragging an Ox Through Water
615,"[41, 38]","Immaterial, side A",EKG
616,"[41, 38]","Immaterial, side B",EKG
617,[17],Burning Buddhas,Ed Askew
618,[17],Smoke,Ed Askew
619,[17],Pebble Beach,Ed Askew
620,[17],Arabesque,Ed Askew
621,[17],Blue Eyed Baby,Ed Askew
622,[17],Paper Cup,Ed Askew
623,[17],The Cup Bearer (Jony Mede),Ed Askew
624,[17],Made In The City,Ed Askew
625,[17],Climbing To The Top,Ed Askew
626,[17],At Home In The Factory,Ed Askew
627,[17],Black Bird,Ed Askew
628,[17],Friday Night,Ed Askew
629,[17],Dancing On Water,Ed Askew
630,[17],The City,Ed Askew
631,[17],Buddha Smiles,Ed Askew
633,[12],Indian Giver,El Jesus De Magico
634,[12],LGNO,El Jesus De Magico
635,[12],Xmas at Wounded Knee,El Jesus De Magico
637,"[1, 38]",The March,Eric Leonardson
638,"[1, 38]",The Vultures Midwife,Eric Leonardson
639,"[1, 38]",Near and Distant Relations,Eric Leonardson and Steve Barsotti
640,"[65, 43, 20]",Waltz of the Parking Meters,Eric Leonardson and Anna Friz
641,[15],Side One - Introduction,Ethan Persoff
642,[15],SNAP! (side one of two),Ethan Persoff
643,[15],Side One - The Talent Contest,Ethan Persoff
644,[15],SNAP! (side two of two),Ethan Persoff
645,[15],Side One - Dear Mr. Depieu,Ethan Persoff
646,[15],Side One - Reprise / The Bullshit Business Proposal / (end),Ethan Persoff
647,[15],Side Two - Reset (and the Great Joke),Ethan Persoff
648,[15],Side Two - Praise the Lord and Give Thanks,Ethan Persoff
649,[15],Side Two - Bean Bag,Ethan Persoff
650,[15],Side Two - Jake's Theme / Intermission,Ethan Persoff
651,[15],Side Three - Part One / Start,Ethan Persoff
652,[15],Side Three - Part Two,Ethan Persoff
653,[15],Side Three - Part Three,Ethan Persoff
654,[15],Side Three - Part Four,Ethan Persoff
655,[15],Side Three - Part Five / Stop,Ethan Persoff
656,[15],Side Four - Easy Slow and Easy (finale),Ethan Persoff
657,[15],Side Four - Record Label Track / Conclusion,Ethan Persoff
658,[15],I Stayed Home ...,Ethan Persoff
659,[15],side 1 - complaint (knock on wood),Ethan Persoff
660,[15],side 2 - dear mary elizabeth,Ethan Persoff
661,[15],side 3 - hidden speaking powers!,Ethan Persoff
662,[15],side 4 - upset german screaming,Ethan Persoff
663,[15],side 5 - conclusion,Ethan Persoff
664,[15],side 6 - not funny,Ethan Persoff
665,[15],Disneyland (edit),Ethan Persoff
666,"[2, 79]",Heat,Explode Into Colors
667,"[2, 79]",Sharpen The Knife,Explode Into Colors
668,[21],Dream,Fanatic
669,[21],Dream,Fanatic
670,[21],Triflin,Fanatic
671,[21],Triflin,Fanatic
672,[21],Rise,Fanatic
673,[21],Rise,Fanatic
674,[21],Enterprizin,Fanatic
675,[21],Enterprizin,Fanatic
676,[21],The Tension,Fanatic
677,[21],The_Tension,Fanatic
678,[21],Change Thoughts,Fanatic
679,[21],Change Thoughts,Fanatic
680,[21],Sunshine,Fanatic
681,[21],Sunshine,Fanatic
682,[21],Killer Crossover,Fanatic
683,[21],Killer Crossover,Fanatic
684,[21],Late Night Show,Fanatic
685,[21],late Night Show,Fanatic
686,[21],Murder,Fanatic
687,[21],Murder,Fanatic
688,[21],Propose A Toast,Fanatic
689,[21],Propose A Toast,Fanatic
690,[12],Cataclysm,Flying Luttenbachers
691,[12],Into the Vastness of Stupidity,Flying Luttenbachers
692,[12],Part 4,Flying Luttenbachers
693,[12],Trauma 11,Flying Luttenbachers
694,[21],Planet Say (featuring Faust),Food For Animals
695,[21],Elephants,Food For Animals
696,"[12, 45]",Korea,Foot Village
697,"[12, 45]",Isle of Man,Foot Village
698,"[12, 45]",Iran,Foot Village
699,"[12, 45]",Antarctica,Foot Village
700,"[12, 45]",Ehtiopia,Foot Village
701,"[12, 45]",Japan,Foot Village
702,"[12, 45]",Mexico,Foot Village
703,"[12, 45]",Peru Austria and Canada,Foot Village
704,"[2, 46]",Mano De Dios,Fósforo
705,"[2, 46]",Tio Cocodrilo,Fósforo
706,"[2, 46]",Esto Es Califas,Fósforo
707,"[2, 46]",Cochabamba,Fósforo
708,"[2, 46]",Desconocido,Fósforo
709,"[2, 46]",Cumbia De Obama,Fósforo
711,"[25, 12]",Kamikaze!,The Functional Blackouts
712,"[25, 12]",Loch Ness Primitive,The Functional Blackouts
713,"[25, 12]",No Idea,The Functional Blackouts
714,[17],Circle Moon,Fursaxa
715,[17],Kokopelli,Fursaxa
716,[17],Saxalainen,Fursaxa
717,[17],Tyranny,Fursaxa
718,[17],Song Of The Spindle Berry,Fursaxa
719,[12],Florida Tags,Fuzz Unlimited
720,[12],Camera Shy,Fuzz Unlimited
721,[12],Evil Twin,Fuzz Unlimited
722,[12],Looking For A kiss,Fuzz Unlimited
723,[12],Take A hit,Fuzz Unlimited
725,"[32, 38]","Gang Wizard ""Men's Restroom""",Gang Wizard
726,"[32, 38]",Track 01,Gang Wizard
727,"[32, 38]",Track 02,Gang Wizard
728,"[32, 38]","Yellow Swans ""Women's Restroom""",Gang Wizard
729,"[32, 38]",Track 03,Gang Wizard
730,"[32, 38]",Track 04,Gang Wizard
731,"[32, 38]",Track 05,Gang Wizard
734,"[11, 14]",Crystal Migraine,Glass Candy
735,"[11, 14]",Iko! Iko!,Glass Candy
736,"[11, 14]",You Are the Fly,Glass Candy
737,"[11, 14]",Youe Deam Lover's On Video Again,Glass Candy
738,"[11, 14]",Cold Party,Glass Candy
739,"[11, 14]",Hurt,Glass Candy
740,"[11, 14]",Life After Sundown,Glass Candy
741,"[11, 14]",Sugar &amp; Whitebread,Glass Candy
742,"[11, 14]",B-Girls,Glass Candy
743,"[11, 14]",Brittle Woman,Glass Candy
744,"[11, 14]",Lovin' Machine,Glass Candy
745,"[11, 14]",Nite Nurses,Glass Candy
747,"[11, 14]",Nite Nurses,Glass Candy
748,"[11, 14]",track 4,Glass Candy
749,"[11, 14]",Your Deam Lover's On Video Again,Glass Candy
750,"[11, 14]",Iko! Iko! (vocal/conga mix),Glass Candy
751,"[11, 14]",Love Love Love,Glass Candy
752,"[11, 14]",The Chameleon,Glass Candy
753,"[11, 14]",track 5,Glass Candy
754,"[11, 14]",Labrea Tar Pit,Glass Candy
755,"[11, 14]",Love On a Plate,Glass Candy
756,"[11, 14]",Sugar &amp; Whitebread (instrumental),Glass Candy
757,"[11, 14]",track 6,Glass Candy
758,"[11, 14]",Lovin' Machine (nite Vocoder version),Glass Candy
759,"[11, 14]",Night Nurses,Glass Candy
760,"[11, 14]",Empty V,Glass Candy
761,"[11, 14]",Lovin' Machine (vocal dub),Glass Candy
762,"[11, 14]",Crystal Migraine,Glass Candy
763,"[11, 14]",Love Love Love,Glass Candy
764,"[11, 14]",Be a Dolly,Glass Candy
765,"[11, 14]",Love Love Love,Glass Candy
766,"[11, 14]",Love On a Plate,Glass Candy
767,"[11, 14]",Love On a Plate,Glass Candy
768,"[11, 14]",Brittle Woman,Glass Candy
769,"[11, 14]",The Screamers,Glass Candy
770,"[11, 14]",Black Veil,Glass Candy
771,"[11, 14]",Brittle Woman,Glass Candy
772,"[11, 14]",Johnny Are You Queer?,Glass Candy
773,"[11, 14]",Nite Nurses,Glass Candy
774,"[11, 14]",The Last Time,Glass Candy
775,"[11, 14]",Nite Nurses,Glass Candy
776,"[11, 14]",Hurt,Glass Candy
777,[12],Relaxing,Glove Compartment
778,[12],Don't Call Me Tonite / Very Good,Glove Compartment
779,[12],Causing Disturbances,Glove Compartment
780,[12],Don't Peek-O,Glove Compartment
781,[12],Shoe-Shopping High,Glove Compartment
782,[12],Self Examination of His Wife's Breasts,Glove Compartment
783,[12],Puffy Onyx,Glove Compartment
784,[12],Lemon Intermezzo,Glove Compartment
785,[12],The Plywood Curtain,Glove Compartment
